Preprocessing Stage 1: StringIndexer,Preprocessing Stage 2: OneHotEncoder,Preprocessing Stage 3: StringIndexer,Preprocessing Stage 4: OneHotEncoder,Preprocessing Stage 5: VectorAssembler,Preprocessing Stage 6: StandardScaler,Preprocessing Stage 7: VectorAssembler,CrossValidator,Total Time
1.8660201679999773,0.049889207999967766,0.2382099169999492,0.027326959000220086,0.02561029199978293,0.8823108749998028,0.015138833999571943,28.37066963799998,31.475175890999253
1.0174907509999684,0.014829375000317668,1.5696482930002276,0.011380417000054877,0.007438292000188085,0.691922875000273,0.0076164580000295246,24.738419552999858,28.058746014000917
1.5522854589999042,0.015096959000402421,1.5222431669999423,0.013468624999859458,0.006986291999965033,0.4955725419999908,0.00680504199999632,24.9699380940001,28.58239618000016
0.5660219169999436,0.014523957999699633,0.18135641699973348,0.014143832999707229,0.006900542000039422,1.6862700420001602,0.006714500000271073,24.869244595000055,27.34517580399961
0.5829228339998735,0.01331620800010569,1.5304712089996428,0.013771583000107057,0.005990167000163638,0.491228000999854,0.0067486660000213305,25.847184636000293,28.49163330400006
0.5392837500003225,0.012595208000220737,0.1728786669996225,0.013305624999702559,0.00617462499985777,1.7175783339998816,0.006507166000119469,25.81894459499972,28.287267969999448
1.5333458759996574,0.01418745899991336,1.018738249999842,0.01242129100000966,0.0062803340001664765,0.7218418339998607,0.006565167000189831,23.712431886000104,27.025812096999744
1.0001306670001213,0.011917041999822686,1.552370375999999,0.013116540999817516,0.00556445900019753,0.5294823750000432,0.007491082999877108,24.34207334499979,27.462145887999668
1.004304501000206,0.012337500000285218,1.552117583999916,0.012036624999836931,0.005527667000023939,0.5147816250000687,0.006537082999784616,24.418521761000193,27.526164346000314
0.5469295420002709,0.012156958000105078,0.17088074999992386,0.01251174999970317,0.005715457999940554,0.4615702920000331,0.00709779199996774,26.84257926300006,28.059441805000006
1.0183694170000308,0.011832083000172133,1.539094458999898,0.01067870800034143,0.005089916000088124,0.5043834170000991,0.006407832999684615,24.01069626000026,27.106552093000573
0.5485334170002716,0.012952999999924941,1.5439144169999963,0.012216542000260233,0.006334582999897975,0.4591682079999373,0.007333999999900698,25.174996137000107,27.765450304000296
1.5352650009999707,0.013932584000031056,0.18235520799998994,0.013443958000152634,0.00645733300007123,0.698010417000205,0.006592416999865236,25.200271927999893,27.65632884600018
1.0100510420002138,0.012645709000025818,0.5431212090002191,0.01245962499979214,0.006663791999926616,0.47831083300025057,0.005819709000206785,25.203028302999883,27.272100222000518
0.5463386249998621,0.012086416999864014,0.17383941699972638,0.013235207999969134,0.006539542000155052,0.4751003340002171,0.006588665999970544,26.712215512000057,27.94594372099982
1.555066875999728,0.012518749999799184,0.23299066700019466,0.014610000000175205,0.007078374999764492,0.6850447920000988,0.006446584000059374,25.303379595000024,27.817135638999844
1.5565155849999428,0.011585834000015893,1.566032083999744,0.012370874999760417,0.005575166000198806,0.5183455420001337,0.0060692920001201855,24.320712928000376,27.99720730600029
1.5479985010001656,0.011884458999702474,0.5531141259998549,0.01158083300015278,0.006053208999674098,0.5459744160002629,0.005012292000174057,24.64059130400028,27.32220914000027
1.5488688340001318,0.011823458000435494,0.5758392090001507,0.011379624999790394,0.006053083000097104,1.177524333999827,0.006667000000106782,23.992160344999775,27.330315888000314
0.53775533299995,0.02351212499979738,1.5578379179996773,0.011624708999988798,0.006313917000170477,0.460660375000316,0.006039083999894501,25.01090938599964,27.614652846999434
1.54543324999986,0.01196283300032519,0.5666557499998817,0.01222212499988018,0.005677457999809121,0.5430532919999678,0.006884040999921126,24.980454094999914,27.67234284399956
0.5380252919999293,0.012372999999570311,1.5444658340002206,0.012303125000016735,0.006033666000348603,0.5055947920000108,0.00593075000006138,25.288748468999984,27.91347492800014
1.5371692499998062,0.011571542000183399,0.5249751669998659,0.012341583000306855,0.0053483329998016416,1.708049709000079,0.006176791000143567,23.99540692799974,27.801039302999925
1.546088999999938,0.012628874999791151,0.17228404199977376,0.012908583000353246,0.005374041999857582,0.4904337090001718,0.006083458999910363,24.566196844999922,26.811998554999718
0.5782800009997118,0.01193112500004645,1.015709625999989,0.009504916999958368,0.0062815839996801515,1.7472408749999886,0.006181582999943203,23.70894013599991,27.084069846999228
0.5540659590001269,0.008925166999688372,1.02251087500008,0.01050637500020457,0.005822208000154205,0.4953416670000479,0.0053333330001805734,24.91921155299997,27.02171713700045
0.5902280840000458,0.011704458000167506,1.0040760010001577,0.011332957999911741,0.006135791999895446,0.4624082499999531,0.006296958999882918,24.770269594999718,26.862452096999732
1.0155872919999638,0.013940124999862746,0.1720700000000761,0.012672708999616589,0.006613750000269647,0.5117832920000183,0.006064124999738851,25.297028343999955,27.0357596369995
1.0040473750000274,0.0118414590001521,0.5820967079998809,0.013615000000299915,0.005682874999820342,0.4707267920002778,0.005873499999779597,25.14256647000002,27.236450179000258
1.0367044169997826,0.012478999999984808,0.5815837919999467,0.012227624999923137,0.005381624999699852,0.48661366599981193,0.006028792000051908,24.841968511000232,26.982987427999433
1.5373203340000146,0.011965541999870766,0.5203975419999551,0.012120084000343923,0.005491666999660083,0.495389791999969,0.0065495840003677586,25.06415530400045,27.653389849000632
1.5452457930000492,0.011370166999768117,1.0045250839998516,0.011598209000112547,0.004805833000318671,0.7194142510002166,0.006294540999988385,23.41298242699986,26.716236305000166
1.0119050839998636,0.01159129200004827,1.5391534169998522,0.011792499999955908,0.005992082999910053,0.5136565419998078,0.006287375000283646,23.900056468999992,27.000434761999713
1.5580883760003417,0.012839208000059443,1.0003254170001128,0.01145958300003258,0.0061492499999076244,0.5146206249996794,0.006156625000130589,23.95456592699975,27.064205011000013
1.0010652930000106,0.011371250000138389,1.561405208999986,0.01160795900023004,0.005627167000056943,0.4905397920001633,0.0064088329995684035,23.707120135999958,26.79514563900011
1.5325839590000214,0.011699125000177446,0.5530244159999711,0.011330125000313274,0.00589529200033212,0.4878680000001623,0.006677207999928214,24.919961261000026,27.52903938600093
1.5493181669999103,0.011487958000088838,0.5706927510000241,0.011631416999989597,0.006262207999952807,0.45708650000005946,0.006308999999873777,25.292969261000053,27.905757261999952
1.0327700009997898,0.014136540999970748,1.5688334169999507,0.01127074999976685,0.00568733299996893,0.7040589170001113,0.006256874999962747,23.90959317800025,27.25260701199977
1.0341829580002013,0.011568542000077287,1.5640452510001523,0.01147633400023551,0.006119415999819466,0.4827778760000001,0.006069125000067288,23.966776886999924,27.083016389000477
1.008241292999628,0.012166582999725506,1.5584632089999104,0.011410790999889286,0.005432291000033729,0.5064602089996697,0.006305584000074305,23.814156594999986,26.922636554998917
1.043666334000136,0.011211415999696328,0.17785845799971867,0.012393583999710245,0.006547750000208907,0.46627941699989606,0.006209249999756139,24.974988804000077,26.6991550129992
0.5665844169998309,0.011882833000072424,1.5547610010003154,0.011095416999978625,0.006108874999881664,0.5400119999999333,0.006239915999685763,24.425444511000478,27.122128970000176
0.5774869169999874,0.011952292000387388,1.5430005839998557,0.011453500000243366,0.0061862909997216775,1.169223126000361,0.006001749999995809,23.496719219000624,26.822023679001177
0.5516162920002898,0.013377209000282164,1.542109709000215,0.011926000000130443,0.005663666999680572,0.5017611659995964,0.005599416999757523,23.89929780300008,26.531351263000033
0.5875062089999119,0.011444791000030818,1.5168888340003832,0.0113201249996564,0.005845625000802102,0.5406722500001706,0.0059465419999469304,24.686411262000547,27.36603563800145
1.0006281670002863,0.011645250000583474,1.5489392919998863,0.011655749999590626,0.00568887499957782,0.5355154589997255,0.006309209000392002,23.746200969999336,26.866582971999378
1.5454927929995392,0.011422083000070415,0.5645714590000352,0.011457124999651569,0.005628208999951312,0.48127533399929234,0.005756249999649299,24.03499800999998,26.66060126299817
1.5554440420000901,0.011666915999740013,0.5323746669992033,0.011553291999916837,0.0062866660000509,0.44538658399960696,0.006003792000228714,25.328992720000315,27.89770867899915
1.565266542000245,0.011824791000435653,0.17243150100057392,0.012537124999653315,0.006706500000291271,1.7022150840002723,0.006443584000408009,24.211661094000192,27.68908622100207
1.5291125840003588,0.011405999999624328,0.5538601260004725,0.010780750000776607,0.005826292000165267,0.483896917000493,0.005986165999274817,24.335427676999643,26.93629651200081
